Participant_ID,Triad_Or_Individual,School,Team,School_Team,A_B_C,Computer_Sat_At,Block,Date,Face_Video_Offset_From_900_Seconds ,Audio_Quality,Screen_Video_Offset_From_900_Seconds ,Number_Of_Screen_Shots_Offset_From_29,Shimmer_Quality,Gaze_Calibration_Quality,Face_Offset_OK,Audio_Quality_ABC,Shimmer_Quality_ABC,Gaze_Calibration_Quality_ABC,Team_Data_Check_Complete_Y/N,Notes
CPS2-ASU-T39-PD,Triad,ASU,T39,ASU-T39,PD,A,ExpBlock2,9-18-18 @ 12:00,-1,C,-1,NaN,A,C,1,1,1,1,,"I can hear other participants in the background, from the room"
CPS2-ASU-T39-PD,Triad,ASU,T39,ASU-T39,PD,A,Transfer,9-18-18 @ 12:00,-1,B,NaN,0,A,F,1,1,1,0,,
CPS2-ASU-T39-PD,Triad,ASU,T39,ASU-T39,PD,A,WU,9-18-18 @ 12:00,-1,B,NaN,0,A,B,1,1,1,1,,"I can hear other participants in the background, from the room"
CPS2-ASU-T40-PA,Triad,ASU,T40,ASU-T40,PA,A,ExpBlock1,9-18-18@ 15:00,-1,A,-1,NaN,A,A,1,1,1,1,,
CPS2-ASU-T40-PA,Triad,ASU,T40,ASU-T40,PA,A,ExpBlock2,9-18-18@ 15:00,-1,A,-1,NaN,A,A,1,1,1,1,,
CPS2-ASU-T40-PA,Triad,ASU,T40,ASU-T40,PA,A,Transfer,9-18-18@ 15:00,-1,A,-1,NaN,A,A,1,1,1,1,,
CPS2-ASU-T40-PA,Triad,ASU,T40,ASU-T40,PA,A,WU,9-18-18@ 15:00,0,A,NaN,0,A,A,1,1,1,1,,"Can hear participants through mic on occasion, PA mentioned he has bad hearing and needs the volume up"
CPS2-ASU-T40-PB,Triad,ASU,T40,ASU-T40,PB,B,ExpBlock1,9-18-18@ 15:00,-1,B,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T40-PB,Triad,ASU,T40,ASU-T40,PB,B,ExpBlock2,9-18-18@ 15:00,-1,B,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T40-PB,Triad,ASU,T40,ASU-T40,PB,B,Transfer,9-18-18@ 15:00,-1,B,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T40-PB,Triad,ASU,T40,ASU-T40,PB,B,WU,9-18-18@ 15:00,-1,B,-1,NaN,A,B,1,1,1,1,,I can hear participants in the background at times
CPS2-ASU-T40-PC,Triad,ASU,T40,ASU-T40,PC,C,ExpBlock1,9-18-18@ 15:00,-1,C,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T40-PC,Triad,ASU,T40,ASU-T40,PC,C,ExpBlock2,9-18-18@ 15:00,-1,C,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T40-PC,Triad,ASU,T40,ASU-T40,PC,C,Transfer,9-18-18@ 15:00,-1,B,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T40-PC,Triad,ASU,T40,ASU-T40,PC,C,WU,9-18-18@ 15:00,-1,C,-1,NaN,A,B,1,1,1,1,,"Audio still isn't great, even after unplugging headphones and resetting."
CPS2-ASU-T41-PB,Triad,ASU,T41,ASU-T41,PB,B,ExpBlock1,9-20-18 @ 12:00,-1,A,NaN,0,B,B,1,1,1,1,,
CPS2-ASU-T41-PB,Triad,ASU,T41,ASU-T41,PB,B,ExpBlock2,9-20-18 @ 12:00,-1,A,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T41-PB,Triad,ASU,T41,ASU-T41,PB,B,Transfer,9-20-18 @ 12:00,-1,A,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T41-PB,Triad,ASU,T41,ASU-T41,PB,B,WU,9-20-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,,"I can hear other participants through the headset occasionally, but PB's quality is very clear."
CPS2-ASU-T41-PC,Triad,ASU,T41,ASU-T41,PC,C,ExpBlock1,9-20-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,,I can hear other participants through the headset but can't make out words.
CPS2-ASU-T41-PC,Triad,ASU,T41,ASU-T41,PC,C,ExpBlock2,9-20-18 @ 12:00,-1,B,NaN,0,A,B,1,1,1,1,,I can hear other participants through the headset but can't make out words.
CPS2-ASU-T41-PC,Triad,ASU,T41,ASU-T41,PC,C,Transfer,9-20-18 @ 12:00,-1,B,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T41-PC,Triad,ASU,T41,ASU-T41,PC,C,WU,9-20-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T41-PD,Triad,ASU,T41,ASU-T41,PD,A,ExpBlock1,9-20-18 @ 12:00,-1,B,-1,NaN,C,A,1,1,1,1,,
CPS2-ASU-T41-PD,Triad,ASU,T41,ASU-T41,PD,A,ExpBlock2,9-20-18 @ 12:00,-1,B,-1,NaN,B,B,1,1,1,1,,"I can clearly hear the other participants through the headset sometimes, PA's audio is very clear."
CPS2-ASU-T41-PD,Triad,ASU,T41,ASU-T41,PD,A,Transfer,9-20-18 @ 12:00,-1,C,-1,NaN,A,A,1,1,1,1,,I can clearly hear the other participants through the headset.
CPS2-ASU-T41-PD,Triad,ASU,T41,ASU-T41,PD,A,WU,9-20-18 @ 12:00,0,C,NaN,0,B,C,1,1,1,1,,I can clearly hear the other participants through the headset.
CPS2-ASU-T42-PB,Triad,ASU,T42,ASU-T42,PB,B,ExpBlock1,9-20-18 @ 15:00,-1,A,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T42-PB,Triad,ASU,T42,ASU-T42,PB,B,ExpBlock2,9-20-18 @ 15:00,-1,A,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T42-PB,Triad,ASU,T42,ASU-T42,PB,B,Transfer,9-20-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T42-PB,Triad,ASU,T42,ASU-T42,PB,B,WU,9-20-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T42-PC,Triad,ASU,T42,ASU-T42,PC,C,ExpBlock1,9-20-18 @ 15:00,-1,A,-1,NaN,A,F,1,1,1,0,,
CPS2-ASU-T42-PC,Triad,ASU,T42,ASU-T42,PC,C,ExpBlock2,9-20-18 @ 15:00,-1,A,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T42-PC,Triad,ASU,T42,ASU-T42,PC,C,Transfer,9-20-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,,"PC Barely speaks during this block, and has hands over his face in a decent portion of the video. Mouths words at time but is not actually speaking (not an audio issue)."
CPS2-ASU-T42-PC,Triad,ASU,T42,ASU-T42,PC,C,WU,9-20-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,,"PC doesn't talk during this block, but there is some echoing from his mic in the second half."
CPS2-ASU-T42-PD,Triad,ASU,T42,ASU-T42,PD,A,ExpBlock1,9-20-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T42-PD,Triad,ASU,T42,ASU-T42,PD,A,ExpBlock2,9-20-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T42-PD,Triad,ASU,T42,ASU-T42,PD,A,Transfer,9-20-18 @ 15:00,-1,A,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T42-PD,Triad,ASU,T42,ASU-T42,PD,A,WU,9-20-18 @ 15:00,0,A,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T43-PA,Triad,ASU,T43,ASU-T43,PA,A,ExpBlock1,9-25-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T43-PA,Triad,ASU,T43,ASU-T43,PA,A,ExpBlock2,9-25-18 @ 12:00,-1,B,-1,NaN,A,F,1,1,1,0,Y,Calibration file is present but blank (no blue dots of data points).
CPS2-ASU-T43-PA,Triad,ASU,T43,ASU-T43,PA,A,Transfer,9-25-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,
CPS2-ASU-T43-PA,Triad,ASU,T43,ASU-T43,PA,A,WU,9-25-18 @ 12:00,0,B,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T43-PB,Triad,ASU,T43,ASU-T43,PB,B,ExpBlock1,9-25-18 @ 12:00,-1,B,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T43-PB,Triad,ASU,T43,ASU-T43,PB,B,ExpBlock2,9-25-18 @ 12:00,-1,C,-1,NaN,B,C,1,1,1,1,Y,
CPS2-ASU-T43-PB,Triad,ASU,T43,ASU-T43,PB,B,Transfer,9-25-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,
CPS2-ASU-T43-PB,Triad,ASU,T43,ASU-T43,PB,B,WU,9-25-18 @ 12:00,0,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T43-PC,Triad,ASU,T43,ASU-T43,PC,C,ExpBlock1,9-25-18 @ 12:00,-1,C,-1,NaN,B,A,1,1,1,1,Y,"Audio issue where participants can be heard clearly in background, there's an echo as well as PC's audio quality not being great."
CPS2-ASU-T43-PC,Triad,ASU,T43,ASU-T43,PC,C,ExpBlock2,9-25-18 @ 12:00,-1,B,NaN,0,A,A,1,1,1,1,Y,
CPS2-ASU-T43-PC,Triad,ASU,T43,ASU-T43,PC,C,Transfer,9-25-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,
CPS2-ASU-T43-PC,Triad,ASU,T43,ASU-T43,PC,C,WU,9-25-18 @ 12:00,0,A,-1,NaN,B,F,1,1,1,0,Y,Calibration file is present but blank (no blue dots of data points).
CPS2-ASU-T44-PA,Triad,ASU,T44,ASU-T44,PA,A,ExpBlock1,9-25-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T44-PA,Triad,ASU,T44,ASU-T44,PA,A,ExpBlock2,9-25-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T44-PA,Triad,ASU,T44,ASU-T44,PA,A,Transfer,9-25-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T44-PA,Triad,ASU,T44,ASU-T44,PA,A,WU,9-25-18 @ 15:00,0,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T44-PB,Triad,ASU,T44,ASU-T44,PB,B,ExpBlock1,9-25-18 @ 15:00,-1,B,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T44-PB,Triad,ASU,T44,ASU-T44,PB,B,ExpBlock2,9-25-18 @ 15:00,-1,B,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T44-PB,Triad,ASU,T44,ASU-T44,PB,B,Transfer,9-25-18 @ 15:00,-1,B,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T44-PB,Triad,ASU,T44,ASU-T44,PB,B,WU,9-25-18 @ 15:00,0,B,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T44-PC,Triad,ASU,T44,ASU-T44,PC,C,ExpBlock1,9-25-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T44-PC,Triad,ASU,T44,ASU-T44,PC,C,ExpBlock2,9-25-18 @ 15:00,-1,A,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T44-PC,Triad,ASU,T44,ASU-T44,PC,C,Transfer,9-25-18 @ 15:00,-1,A,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T44-PC,Triad,ASU,T44,ASU-T44,PC,C,WU,9-25-18 @ 15:00,0,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T45-PA,Triad,ASU,T45,ASU-T45,PA,A,ExpBlock1,9-27-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T45-PA,Triad,ASU,T45,ASU-T45,PA,A,ExpBlock2,9-27-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T45-PA,Triad,ASU,T45,ASU-T45,PA,A,Transfer,9-27-18 @ 12:00,-1,B,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T45-PA,Triad,ASU,T45,ASU-T45,PA,A,WU,9-27-18 @ 12:00,-1,A,NaN,0,A,A,1,1,1,1,Y,
CPS2-ASU-T45-PB,Triad,ASU,T45,ASU-T45,PB,B,ExpBlock1,9-27-18 @ 12:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T45-PB,Triad,ASU,T45,ASU-T45,PB,B,ExpBlock2,9-27-18 @ 12:00,-1,C,-1,NaN,A,B,1,1,1,1,Y,"You can clearly hear one of the other participants in the middle of the video, but it comes in and out then stops."
CPS2-ASU-T45-PB,Triad,ASU,T45,ASU-T45,PB,B,Transfer,9-27-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,"I can hear the participants in and out, but PB is very clear quality."
CPS2-ASU-T45-PB,Triad,ASU,T45,ASU-T45,PB,B,WU,9-27-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,PB doesn't speak much for the first half of the block. Can hear other participants through the mic towards the end of the video.
CPS2-ASU-T45-PC,Triad,ASU,T45,ASU-T45,PC,C,ExpBlock1,9-27-18 @ 12:00,-1,A,-1,NaN,B,C,1,1,1,1,Y,
CPS2-ASU-T45-PC,Triad,ASU,T45,ASU-T45,PC,C,ExpBlock2,9-27-18 @ 12:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T45-PC,Triad,ASU,T45,ASU-T45,PC,C,Transfer,9-27-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T45-PC,Triad,ASU,T45,ASU-T45,PC,C,WU,9-27-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,"I can hear the participants in and out, but PB is very clear quality."
CPS2-ASU-T46-PB,Triad,ASU,T46,ASU-T46,PB,B,ExpBlock1,9-27-18 @ 15:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T46-PB,Triad,ASU,T46,ASU-T46,PB,B,ExpBlock2,9-27-18 @ 15:00,-1,A,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T46-PB,Triad,ASU,T46,ASU-T46,PB,B,Transfer,9-27-18 @ 15:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T46-PB,Triad,ASU,T46,ASU-T46,PB,B,WU,9-27-18 @ 15:00,0,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T46-PC,Triad,ASU,T46,ASU-T46,PC,C,ExpBlock1,9-27-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T46-PC,Triad,ASU,T46,ASU-T46,PC,C,ExpBlock2,9-27-18 @ 15:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T46-PC,Triad,ASU,T46,ASU-T46,PC,C,Transfer,9-27-18 @ 15:00,-1,A,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T46-PC,Triad,ASU,T46,ASU-T46,PC,C,WU,9-27-18 @ 15:00,0,A,-1,NaN,A,A,1,1,1,1,Y,
CPS2-ASU-T46-PD,Triad,ASU,T46,ASU-T46,PD,D,ExpBlock1,9-27-18 @ 15:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,"PD doesn't speak much during the block, you can hear participants clearly at parts (usually when they're excited)."
CPS2-ASU-T46-PD,Triad,ASU,T46,ASU-T46,PD,D,ExpBlock2,9-27-18 @ 15:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,"PD doesn't speak much during the block, you can hear participants clearly at parts (usually when they're excited)."
CPS2-ASU-T46-PD,Triad,ASU,T46,ASU-T46,PD,D,Transfer,9-27-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T46-PD,Triad,ASU,T46,ASU-T46,PD,D,WU,9-27-18 @ 15:00,0,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T47-PA,Triad,ASU,T47,ASU-T47,PA,A,ExpBlock1,10-2-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,Loud breathing at times
CPS2-ASU-T47-PA,Triad,ASU,T47,ASU-T47,PA,A,ExpBlock2,10-2-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,"Same audio as WU, participants in background at times."
CPS2-ASU-T47-PA,Triad,ASU,T47,ASU-T47,PA,A,Transfer,10-2-18 @ 12:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T47-PA,Triad,ASU,T47,ASU-T47,PA,A,WU,10-2-18 @ 12:00,-1,B,NaN,0,A,B,1,1,1,1,Y,"Quality is good, but I can hear other participants clearly at times."
CPS2-ASU-T47-PB,Triad,ASU,T47,ASU-T47,PB,B,ExpBlock1,10-2-18 @ 12:00,-1,A,NaN,0,NaN,B,1,1,0,1,Y,
CPS2-ASU-T47-PB,Triad,ASU,T47,ASU-T47,PB,B,ExpBlock2,10-2-18 @ 12:00,-1,A,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T47-PB,Triad,ASU,T47,ASU-T47,PB,B,Transfer,10-2-18 @ 12:00,-1,A,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T47-PB,Triad,ASU,T47,ASU-T47,PB,B,WU,10-2-18 @ 12:00,-1,A,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T47-PC,Triad,ASU,T47,ASU-T47,PC,C,ExpBlock1,10-2-18 @ 12:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,Can hear other participants in the background at times. 
CPS2-ASU-T47-PC,Triad,ASU,T47,ASU-T47,PC,C,ExpBlock2,10-2-18 @ 12:00,-1,B,NaN,0,B,B,1,1,1,1,Y,Can hear other participants in the background at times. 
CPS2-ASU-T47-PC,Triad,ASU,T47,ASU-T47,PC,C,Transfer,10-2-18 @ 12:00,-1,B,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T47-PC,Triad,ASU,T47,ASU-T47,PC,C,WU,10-2-18 @ 12:00,-1,A,-1,NaN,B,C,1,1,1,1,Y,
CPS2-ASU-T50-PB,Triad,ASU,T50,ASU-T50,PB,B,ExpBlock1,10-11-18 @ 15:00,-1,B,NaN,0,A,C,1,1,1,1,Y,Other participants can be heard at times. Similar echoing to PD's audio at times.
CPS2-ASU-T50-PB,Triad,ASU,T50,ASU-T50,PB,B,ExpBlock2,10-11-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,"Quality improvef by unplugging headsets, other participants echo still at times."
CPS2-ASU-T50-PB,Triad,ASU,T50,ASU-T50,PB,B,Transfer,10-11-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T50-PB,Triad,ASU,T50,ASU-T50,PB,B,WU,10-11-18 @ 15:00,-1,C,-1,NaN,A,C,1,1,1,1,Y,"PC can be clearly heard throughout the block, similar to issue with PD but worse quality and more consistency in the issue here."
CPS2-ASU-T50-PC,Triad,ASU,T50,ASU-T50,PC,C,ExpBlock1,10-11-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,Loud breathing
CPS2-ASU-T50-PC,Triad,ASU,T50,ASU-T50,PC,C,ExpBlock2,10-11-18 @ 15:00,-1,A,NaN,0,B,B,1,1,1,1,Y,Issue resolved by unplugging B and C's headsets. Loud breathing.
CPS2-ASU-T50-PC,Triad,ASU,T50,ASU-T50,PC,C,Transfer,10-11-18 @ 15:00,-1,A,NaN,0,C,C,1,1,1,1,Y,
CPS2-ASU-T50-PC,Triad,ASU,T50,ASU-T50,PC,C,WU,10-11-18 @ 15:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,Other participants can be heard at times. Loud breather.
CPS2-ASU-T50-PD,Triad,ASU,T50,ASU-T50,PD,A,ExpBlock1,10-11-18 @ 15:00,-1,B,-1,NaN,B,C,1,1,1,1,Y,Other participants are echoing in the background at times. I think it's because PC is loud.
CPS2-ASU-T50-PD,Triad,ASU,T50,ASU-T50,PD,A,ExpBlock2,10-11-18 @ 15:00,-1,A,-1,NaN,B,B,1,1,1,1,Y,Issue resolved by unplugging B and C's headsets.
CPS2-ASU-T50-PD,Triad,ASU,T50,ASU-T50,PD,A,Transfer,10-11-18 @ 15:00,-1,A,-1,NaN,B,C,1,1,1,1,Y,
CPS2-ASU-T50-PD,Triad,ASU,T50,ASU-T50,PD,A,WU,10-11-18 @ 15:00,-1,B,NaN,0,A,B,1,1,1,1,Y,Other participants are echoing in the background at times. I think it's because PC is loud.
CPS2-ASU-T51-PA,Triad,ASU,T51,ASU-T51,PA,A,ExpBlock1,10-16-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,"Participant's face is really close to the camera at times, so parts of face are not being seen. This is due to PA leaning in during the session after we prepped him ""sitting comfortably"" while sitting back."
CPS2-ASU-T51-PA,Triad,ASU,T51,ASU-T51,PA,A,ExpBlock2,10-16-18 @ 12:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,PA moves close to camera and out of frame at times.
CPS2-ASU-T51-PA,Triad,ASU,T51,ASU-T51,PA,A,Transfer,10-16-18 @ 12:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T51-PA,Triad,ASU,T51,ASU-T51,PA,A,WU,10-16-18 @ 12:00,0,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T51-PC,Triad,ASU,T51,ASU-T51,PC,C,ExpBlock1,10-16-18 @ 12:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,I can hear other participants clearly at times.
CPS2-ASU-T51-PC,Triad,ASU,T51,ASU-T51,PC,C,ExpBlock2,10-16-18 @ 12:00,0,B,NaN,0,A,B,1,1,1,1,Y,I can hear other participants clearly at times. Experimenter talking during beginning of block due to repositioning faces (see exp. log).
CPS2-ASU-T51-PC,Triad,ASU,T51,ASU-T51,PC,C,Transfer,10-16-18 @ 12:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T51-PC,Triad,ASU,T51,ASU-T51,PC,C,WU,10-16-18 @ 12:00,0,B,-1,NaN,B,A,1,1,1,1,Y,I can hear other participants clearly at times.
CPS2-ASU-T51-PD,Triad,ASU,T51,ASU-T51,PD,B,ExpBlock1,10-16-18 @ 12:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T51-PD,Triad,ASU,T51,ASU-T51,PD,B,ExpBlock2,10-16-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,I can hear other participants clearly at times.
CPS2-ASU-T51-PD,Triad,ASU,T51,ASU-T51,PD,B,Transfer,10-16-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T51-PD,Triad,ASU,T51,ASU-T51,PD,B,WU,10-16-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,I can hear other participants clearly at times.
CPS2-ASU-T52-PB,Triad,ASU,T52,ASU-T52,PB,B,ExpBlock1,10-16-18 @ 15:00,-1,A,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T52-PB,Triad,ASU,T52,ASU-T52,PB,B,ExpBlock2,10-16-18 @ 15:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,"For gaze not all 9 pts are showing but you can see the edges of the top points that are missing, so I coded a B where the points are present just shifted too high on the screen to see."
CPS2-ASU-T52-PB,Triad,ASU,T52,ASU-T52,PB,B,Transfer,10-16-18 @ 15:00,-1,A,NaN,0,B,C,1,1,1,1,Y,
CPS2-ASU-T52-PB,Triad,ASU,T52,ASU-T52,PB,B,WU,10-16-18 @ 15:00,0,B,-1,NaN,A,C,1,1,1,1,Y,I can hear PC clearly at times. 
CPS2-ASU-T52-PC,Triad,ASU,T52,ASU-T52,PC,C,ExpBlock1,10-16-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,"For gaze not all 9 pts are showing but you can see the edges of the top points that are missing, so I coded a B where the points are present just shifted too high on the screen to see."
CPS2-ASU-T52-PC,Triad,ASU,T52,ASU-T52,PC,C,ExpBlock2,10-16-18 @ 15:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T52-PC,Triad,ASU,T52,ASU-T52,PC,C,Transfer,10-16-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T52-PC,Triad,ASU,T52,ASU-T52,PC,C,WU,10-16-18 @ 15:00,0,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T52-PD,Triad,ASU,T52,ASU-T52,PD,A,ExpBlock1,10-16-18 @ 15:00,-1,A,-1,NaN,A,A,1,1,1,1,Y,
CPS2-ASU-T52-PD,Triad,ASU,T52,ASU-T52,PD,A,ExpBlock2,10-16-18 @ 15:00,-1,A,-1,NaN,A,A,1,1,1,1,Y,
CPS2-ASU-T52-PD,Triad,ASU,T52,ASU-T52,PD,A,Transfer,10-16-18 @ 15:00,-1,A,-1,NaN,A,A,1,1,1,1,Y,
CPS2-ASU-T52-PD,Triad,ASU,T52,ASU-T52,PD,A,WU,10-16-18 @ 15:00,0,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T54-PA,Triad,ASU,T54,ASU-T54,PA,A,ExpBlock1,10-20-18 @ 12:00,-1,A,-1,NaN,A,A,1,1,1,1,Y,
CPS2-ASU-T54-PA,Triad,ASU,T54,ASU-T54,PA,A,ExpBlock2,10-20-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,PP issue prevented data collection for ExpBlock2 and Transfer
CPS2-ASU-T54-PA,Triad,ASU,T54,ASU-T54,PA,A,Transfer,10-20-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,PP issue prevented data collection for ExpBlock2 and Transfer
CPS2-ASU-T54-PA,Triad,ASU,T54,ASU-T54,PA,A,WU,10-20-18 @ 12:00,0,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T54-PB,Triad,ASU,T54,ASU-T54,PB,B,ExpBlock1,10-20-18 @ 12:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T54-PB,Triad,ASU,T54,ASU-T54,PB,B,ExpBlock2,10-20-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,PP issue prevented data collection for ExpBlock2 and Transfer
CPS2-ASU-T54-PB,Triad,ASU,T54,ASU-T54,PB,B,Transfer,10-20-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,PP issue prevented data collection for ExpBlock2 and Transfer
CPS2-ASU-T54-PB,Triad,ASU,T54,ASU-T54,PB,B,WU,10-20-18 @ 12:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T54-PC,Triad,ASU,T54,ASU-T54,PC,C,ExpBlock1,10-20-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T54-PC,Triad,ASU,T54,ASU-T54,PC,C,ExpBlock2,10-20-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,PP issue prevented data collection for ExpBlock2 and Transfer
CPS2-ASU-T54-PC,Triad,ASU,T54,ASU-T54,PC,C,Transfer,10-20-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Y,PP issue prevented data collection for ExpBlock2 and Transfer
CPS2-ASU-T54-PC,Triad,ASU,T54,ASU-T54,PC,C,WU,10-20-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,
