Participant_ID,Triad_Or_Individual,School,Team,School_Team,A_B_C,Computer_Sat_At,Block,Date,Face_Video_Offset_From_900_Seconds ,Audio_Quality,Screen_Video_Offset_From_900_Seconds ,Number_Of_Screen_Shots_Offset_From_29,Shimmer_Quality,Gaze_Calibration_Quality,Face_Offset_OK,Audio_Quality_ABC,Shimmer_Quality_ABC,Gaze_Calibration_Quality_ABC,Team_Data_Check_Complete_Y/N,Notes
CPS2-ASU-T55-PA,Triad,ASU,T56,ASU-T56,PA,C,ExpBlock1,10-23-18 @ 15:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T55-PA,Triad,ASU,T56,ASU-T56,PA,C,ExpBlock2,10-23-18 @ 15:00,-1,B,NaN,0,B,A,1,1,1,1,Y,
CPS2-ASU-T55-PA,Triad,ASU,T56,ASU-T56,PA,C,Transfer,10-23-18 @ 15:00,-1,B,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T55-PA,Triad,ASU,T56,ASU-T56,PA,C,WU,10-23-18 @ 15:00,-1,B,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T55-PB,Triad,ASU,T56,ASU-T56,PB,B,ExpBlock1,10-23-18 @ 15:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T55-PB,Triad,ASU,T56,ASU-T56,PB,B,ExpBlock2,10-23-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T55-PB,Triad,ASU,T56,ASU-T56,PB,B,Transfer,10-23-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T55-PB,Triad,ASU,T56,ASU-T56,PB,B,WU,10-23-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T55-PC,Triad,ASU,T56,ASU-T56,PC,A,ExpBlock1,10-23-18 @ 15:00,-1,B,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T55-PC,Triad,ASU,T56,ASU-T56,PC,A,ExpBlock2,10-23-18 @ 15:00,-1,B,-1,NaN,NaN,B,1,1,0,1,Y,
CPS2-ASU-T55-PC,Triad,ASU,T56,ASU-T56,PC,A,Transfer,10-23-18 @ 15:00,-1,B,-1,NaN,NaN,B,1,1,0,1,Y,"Shimmer for PC did not show in dropbox after file transfer from computers, I will troubleshoot this on Tuesday in lab."
CPS2-ASU-T55-PC,Triad,ASU,T56,ASU-T56,PC,A,WU,10-23-18 @ 15:00,-1,A,NaN,0,NaN,A,1,1,0,1,Y,
CPS2-ASU-T59-PB,Triad,ASU,T59,ASU-T59,PB,B,ExpBlock1,11-01-18 @ 12:00,-1,A,NaN,0,B,B,1,1,1,1,Y,
CPS2-ASU-T59-PB,Triad,ASU,T59,ASU-T59,PB,B,ExpBlock2,11-01-18 @ 12:00,-1,A,-1,NaN,B,B,1,1,1,1,Y,
CPS2-ASU-T59-PB,Triad,ASU,T59,ASU-T59,PB,B,Transfer,11-01-18 @ 12:00,-1,B,-1,NaN,C,B,1,1,1,1,Y,
CPS2-ASU-T59-PB,Triad,ASU,T59,ASU-T59,PB,B,WU,11-01-18 @ 12:00,-1,B,-1,NaN,B,F,1,1,1,0,Y,
CPS2-ASU-T59-PC,Triad,ASU,T59,ASU-T59,PC,C,ExpBlock1,11-01-18 @ 12:00,-1,B,-1,NaN,A,F,1,1,1,0,Y,
CPS2-ASU-T59-PC,Triad,ASU,T59,ASU-T59,PC,C,ExpBlock2,11-01-18 @ 12:00,-1,A,NaN,0,A,A,1,1,1,1,Y,
CPS2-ASU-T59-PC,Triad,ASU,T59,ASU-T59,PC,C,Transfer,11-01-18 @ 12:00,-1,A,NaN,0,A,F,1,1,1,0,Y,
CPS2-ASU-T59-PC,Triad,ASU,T59,ASU-T59,PC,C,WU,11-01-18 @ 12:00,-1,B,-1,NaN,A,F,1,1,1,0,Y,
CPS2-ASU-T59-PD,Triad,ASU,T59,ASU-T59,PD,A,ExpBlock1,11-01-18 @ 12:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T59-PD,Triad,ASU,T59,ASU-T59,PD,A,ExpBlock2,11-01-18 @ 12:00,-1,A,-1,NaN,A,A,1,1,1,1,Y,
CPS2-ASU-T59-PD,Triad,ASU,T59,ASU-T59,PD,A,Transfer,11-01-18 @ 12:00,-1,A,-1,NaN,B,C,1,1,1,1,Y,
CPS2-ASU-T59-PD,Triad,ASU,T59,ASU-T59,PD,A,WU,11-01-18 @ 12:00,-1,A,NaN,0,A,A,1,1,1,1,Y,
CPS2-ASU-T60-PA,Triad,ASU,T60,ASU-T60,PA,A,ExpBlock1,11-01-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T60-PA,Triad,ASU,T60,ASU-T60,PA,A,ExpBlock2,11-01-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T60-PA,Triad,ASU,T60,ASU-T60,PA,A,Transfer,11-01-18 @ 15:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T60-PA,Triad,ASU,T60,ASU-T60,PA,A,WU,11-01-18 @ 15:00,0,B,NaN,0,B,C,1,1,1,1,Y,
CPS2-ASU-T60-PC,Triad,ASU,T60,ASU-T60,PC,C,ExpBlock1,11-01-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T60-PC,Triad,ASU,T60,ASU-T60,PC,C,ExpBlock2,11-01-18 @ 15:00,-1,A,NaN,0,A,A,1,1,1,1,Y,
CPS2-ASU-T60-PC,Triad,ASU,T60,ASU-T60,PC,C,Transfer,11-01-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T60-PC,Triad,ASU,T60,ASU-T60,PC,C,WU,11-01-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T60-PD,Triad,ASU,T60,ASU-T60,PD,B,ExpBlock1,11-01-18 @ 15:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T60-PD,Triad,ASU,T60,ASU-T60,PD,B,ExpBlock2,11-01-18 @ 15:00,-1,A,-1,NaN,A,F,1,1,1,0,Y,
CPS2-ASU-T60-PD,Triad,ASU,T60,ASU-T60,PD,B,Transfer,11-01-18 @ 15:00,-1,A,-1,NaN,B,A,1,1,1,1,Y,
CPS2-ASU-T60-PD,Triad,ASU,T60,ASU-T60,PD,B,WU,11-01-18 @ 15:00,0,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T61-PA,Triad,ASU,T61,ASU-T61,PA,A,ExpBlock1,11-6-18 @ 12:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,language issue continues intermittently throughout all blocks.
CPS2-ASU-T61-PA,Triad,ASU,T61,ASU-T61,PA,A,ExpBlock2,11-6-18 @ 12:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T61-PA,Triad,ASU,T61,ASU-T61,PA,A,Transfer,11-6-18 @ 12:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,Partcipants are not speaking english during parts of the block. They have been asked to speak english but break in and out of it.
CPS2-ASU-T61-PA,Triad,ASU,T61,ASU-T61,PA,A,WU,11-6-18 @ 12:00,0,A,NaN,0,A,C,1,1,1,1,Y,Partcipants are not speaking english during parts of the block. They have been asked to speak english but break in and out of it.
CPS2-ASU-T61-PB,Triad,ASU,T61,ASU-T61,PB,B,ExpBlock1,11-6-18 @ 12:00,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T61-PB,Triad,ASU,T61,ASU-T61,PB,B,ExpBlock2,11-6-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T61-PB,Triad,ASU,T61,ASU-T61,PB,B,Transfer,11-6-18 @ 12:00,-1,A,NaN,0,A,C,1,1,1,1,Y,Partcipants are not speaking english during parts of the block. They have been asked to speak english but break in and out of it.
CPS2-ASU-T61-PB,Triad,ASU,T61,ASU-T61,PB,B,WU,11-6-18 @ 12:00,0,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T61-PC,Triad,ASU,T61,ASU-T61,PC,C,ExpBlock1,11-6-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T61-PC,Triad,ASU,T61,ASU-T61,PC,C,ExpBlock2,11-6-18 @ 12:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T61-PC,Triad,ASU,T61,ASU-T61,PC,C,Transfer,11-6-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,Partcipants are not speaking english during parts of the block. They have been asked to speak english but break in and out of it.
CPS2-ASU-T61-PC,Triad,ASU,T61,ASU-T61,PC,C,WU,11-6-18 @ 12:00,0,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T62-PA,Triad,ASU,T62,ASU-T62,PA,A,ExpBlock1,11-6-18 @ 15:00,-1,B,-1,NaN,B,A,1,1,1,1,,
CPS2-ASU-T62-PA,Triad,ASU,T62,ASU-T62,PA,A,ExpBlock2,11-6-18 @ 15:00,-1,B,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T62-PA,Triad,ASU,T62,ASU-T62,PA,A,Transfer,11-6-18 @ 15:00,-1,B,-1,NaN,B,A,1,1,1,1,,
CPS2-ASU-T62-PA,Triad,ASU,T62,ASU-T62,PA,A,WU,11-6-18 @ 15:00,0,B,NaN,0,B,A,1,1,1,1,,
CPS2-ASU-T62-PB,Triad,ASU,T62,ASU-T62,PB,B,ExpBlock1,11-6-18 @ 15:00,-1,A,NaN,0,NaN,C,1,1,0,1,,
CPS2-ASU-T62-PB,Triad,ASU,T62,ASU-T62,PB,B,ExpBlock2,11-6-18 @ 15:00,-1,A,-1,NaN,NaN,C,1,1,0,1,,
CPS2-ASU-T62-PB,Triad,ASU,T62,ASU-T62,PB,B,Transfer,11-6-18 @ 15:00,-1,A,-1,NaN,NaN,C,1,1,0,1,,
CPS2-ASU-T62-PB,Triad,ASU,T62,ASU-T62,PB,B,WU,11-6-18 @ 15:00,0,A,-1,NaN,NaN,C,1,1,0,1,,
CPS2-ASU-T62-PD,Triad,ASU,T62,ASU-T62,PD,D,ExpBlock1,11-6-18 @ 15:00,-1,B,-1,NaN,NaN,NaN,1,1,0,0,"Shimmer files missing entirely for PD in T62. Not showing in mis-named file, will need to check computer C for this data.",
CPS2-ASU-T62-PD,Triad,ASU,T62,ASU-T62,PD,D,ExpBlock2,11-6-18 @ 15:00,-1,C,NaN,0,NaN,NaN,1,1,0,0,,
CPS2-ASU-T62-PD,Triad,ASU,T62,ASU-T62,PD,D,Transfer,11-6-18 @ 15:00,-1,A,NaN,0,A,A,1,1,1,1,,
CPS2-ASU-T62-PD,Triad,ASU,T62,ASU-T62,PD,D,WU,11-6-18 @ 15:00,0,B,-1,NaN,NaN,NaN,1,1,0,0,"Can hear PB clearly at times, but overall quality of PC is very good.","PD T62 was accidentally run as T61 for WU-ExpBlock2. Working on changing the files now and files are all present, just not in dropbox for data checks yet."
CPS2-ASU-T64-PA,Triad,ASU,T64,ASU-T64,PA,A,ExpBlock1,11-8-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T64-PA,Triad,ASU,T64,ASU-T64,PA,A,ExpBlock2,11-8-18 @ 15:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,
CPS2-ASU-T64-PA,Triad,ASU,T64,ASU-T64,PA,A,Transfer,11-8-18 @ 15:00,0,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T64-PA,Triad,ASU,T64,ASU-T64,PA,A,WU,11-8-18 @ 15:00,0,A,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T64-PB,Triad,ASU,T64,ASU-T64,PB,B,ExpBlock1,11-8-18 @ 15:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,
CPS2-ASU-T64-PB,Triad,ASU,T64,ASU-T64,PB,B,ExpBlock2,11-8-18 @ 15:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,
CPS2-ASU-T64-PB,Triad,ASU,T64,ASU-T64,PB,B,Transfer,11-8-18 @ 15:00,0,A,NaN,-25,A,NaN,1,1,1,0,,
CPS2-ASU-T64-PB,Triad,ASU,T64,ASU-T64,PB,B,WU,11-8-18 @ 15:00,NaN,NaN,NaN,NaN,NaN,B,0,0,0,1,,
CPS2-ASU-T64-PC,Triad,ASU,T64,ASU-T64,PC,C,ExpBlock1,11-8-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T64-PC,Triad,ASU,T64,ASU-T64,PC,C,ExpBlock2,11-8-18 @ 15:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,
CPS2-ASU-T64-PC,Triad,ASU,T64,ASU-T64,PC,C,Transfer,11-8-18 @ 15:00,NaN,NaN,-1,NaN,A,B,0,0,1,1,Y,
CPS2-ASU-T64-PC,Triad,ASU,T64,ASU-T64,PC,C,WU,11-8-18 @ 15:00,0,B,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T67-PA,Triad,ASU,T67,ASU-T67,PA,A,ExpBlock1,11-15-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T67-PA,Triad,ASU,T67,ASU-T67,PA,A,ExpBlock2,11-15-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T67-PA,Triad,ASU,T67,ASU-T67,PA,A,Transfer,11-15-18 @ 12:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T67-PA,Triad,ASU,T67,ASU-T67,PA,A,WU,11-15-18 @ 12:00,-1,B,NaN,0,A,A,1,1,1,1,Y,
CPS2-ASU-T67-PB,Triad,ASU,T67,ASU-T67,PB,B,ExpBlock1,11-15-18 @ 12:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T67-PB,Triad,ASU,T67,ASU-T67,PB,B,ExpBlock2,11-15-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T67-PB,Triad,ASU,T67,ASU-T67,PB,B,Transfer,11-15-18 @ 12:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T67-PB,Triad,ASU,T67,ASU-T67,PB,B,WU,11-15-18 @ 12:00,-1,B,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T67-PC,Triad,ASU,T67,ASU-T67,PC,C,ExpBlock1,11-15-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T67-PC,Triad,ASU,T67,ASU-T67,PC,C,ExpBlock2,11-15-18 @ 12:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T67-PC,Triad,ASU,T67,ASU-T67,PC,C,Transfer,11-15-18 @ 12:00,-1,A,-2,NaN,A,F,1,1,1,0,Y,
CPS2-ASU-T67-PC,Triad,ASU,T67,ASU-T67,PC,C,WU,11-15-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T68-PA,Triad,ASU,T68,ASU-T68,PA,A,ExpBlock1,11-15-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T68-PA,Triad,ASU,T68,ASU-T68,PA,A,ExpBlock2,11-15-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T68-PA,Triad,ASU,T68,ASU-T68,PA,A,Transfer,11-15-18 @ 15:00,-1,B,-1,NaN,A,B,1,1,1,1,Y,
CPS2-ASU-T68-PA,Triad,ASU,T68,ASU-T68,PA,A,WU,11-15-18 @ 15:00,0,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-ASU-T68-PB,Triad,ASU,T68,ASU-T68,PB,B,ExpBlock1,11-15-18 @ 15:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-ASU-T68-PB,Triad,ASU,T68,ASU-T68,PB,B,ExpBlock2,11-15-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T68-PB,Triad,ASU,T68,ASU-T68,PB,B,Transfer,11-15-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T68-PB,Triad,ASU,T68,ASU-T68,PB,B,WU,11-15-18 @ 15:00,0,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T68-PC,Triad,ASU,T68,ASU-T68,PC,C,ExpBlock1,11-15-18 @ 15:00,-1,A,-1,NaN,B,F,1,1,1,0,Y,
CPS2-ASU-T68-PC,Triad,ASU,T68,ASU-T68,PC,C,ExpBlock2,11-15-18 @ 15:00,-1,A,NaN,0,B,C,1,1,1,1,Y,
CPS2-ASU-T68-PC,Triad,ASU,T68,ASU-T68,PC,C,Transfer,11-15-18 @ 15:00,-1,A,NaN,0,B,C,1,1,1,1,Y,
CPS2-ASU-T68-PC,Triad,ASU,T68,ASU-T68,PC,C,WU,11-15-18 @ 15:00,0,A,-1,NaN,A,C,1,1,1,1,Y,
CPS2-ASU-T69-PA,Triad,ASU,T69,ASU-T69,PA,A,ExpBlock1,11-17-18 @ 12:00,-1,A,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T69-PA,Triad,ASU,T69,ASU-T69,PA,A,ExpBlock2,11-17-18 @ 12:00,-1,A,-1,NaN,F,A,1,1,0,1,Y,
CPS2-ASU-T69-PA,Triad,ASU,T69,ASU-T69,PA,A,Transfer,11-17-18 @ 12:00,-1,A,NaN,0,F,A,1,1,0,1,Y,
CPS2-ASU-T69-PA,Triad,ASU,T69,ASU-T69,PA,A,WU,11-17-18 @ 12:00,0,B,NaN,0,F,A,1,1,0,1,Y,
CPS2-ASU-T69-PB,Triad,ASU,T69,ASU-T69,PB,B,ExpBlock1,11-17-18 @ 12:00,-1,B,NaN,0,F,B,1,1,0,1,Y,
CPS2-ASU-T69-PB,Triad,ASU,T69,ASU-T69,PB,B,ExpBlock2,11-17-18 @ 12:00,-1,A,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T69-PB,Triad,ASU,T69,ASU-T69,PB,B,Transfer,11-17-18 @ 12:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T69-PB,Triad,ASU,T69,ASU-T69,PB,B,WU,11-17-18 @ 12:00,-1,A,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T69-PC,Triad,ASU,T69,ASU-T69,PC,C,ExpBlock1,11-17-18 @ 12:00,-1,B,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T69-PC,Triad,ASU,T69,ASU-T69,PC,C,ExpBlock2,11-17-18 @ 12:00,-1,B,NaN,0,F,C,1,1,0,1,Y,
CPS2-ASU-T69-PC,Triad,ASU,T69,ASU-T69,PC,C,Transfer,11-17-18 @ 12:00,-1,B,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T69-PC,Triad,ASU,T69,ASU-T69,PC,C,WU,11-17-18 @ 12:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T70-PA,Triad,ASU,T70,ASU-T70,PA,A,ExpBlock1,11-20-18 @ 12:00,-1,A,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T70-PA,Triad,ASU,T70,ASU-T70,PA,A,ExpBlock2,11-20-18 @ 12:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,Participant doesn't speak during this block
CPS2-ASU-T70-PA,Triad,ASU,T70,ASU-T70,PA,A,Transfer,11-20-18 @ 12:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T70-PA,Triad,ASU,T70,ASU-T70,PA,A,WU,11-20-18 @ 12:00,-1,A,NaN,0,F,B,1,1,0,1,Y,Participant covers her face at times and the bill of her cap occassionally covers one or both eyes.
CPS2-ASU-T70-PB,Triad,ASU,T70,ASU-T70,PB,B,ExpBlock1,11-20-18 @ 12:00,-1,A,NaN,0,F,C,1,1,0,1,Y,
CPS2-ASU-T70-PB,Triad,ASU,T70,ASU-T70,PB,B,ExpBlock2,11-20-18 @ 12:00,-1,A,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T70-PB,Triad,ASU,T70,ASU-T70,PB,B,Transfer,11-20-18 @ 12:00,-1,A,NaN,0,F,C,1,1,0,1,Y,
CPS2-ASU-T70-PB,Triad,ASU,T70,ASU-T70,PB,B,WU,11-20-18 @ 12:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T70-PC,Triad,ASU,T70,ASU-T70,PC,C,ExpBlock1,11-20-18 @ 12:00,-1,B,-1,NaN,F,F,1,1,0,0,Y,
CPS2-ASU-T70-PC,Triad,ASU,T70,ASU-T70,PC,C,ExpBlock2,11-20-18 @ 12:00,-1,A,NaN,0,F,B,1,1,0,1,Y,
CPS2-ASU-T70-PC,Triad,ASU,T70,ASU-T70,PC,C,Transfer,11-20-18 @ 12:00,-1,A,-1,NaN,F,F,1,1,0,0,Y,
CPS2-ASU-T70-PC,Triad,ASU,T70,ASU-T70,PC,C,WU,11-20-18 @ 12:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,Participant doesn't speak until the end for this block
CPS2-ASU-T71-PB,Triad,ASU,T71,ASU-T71,PB,B,ExpBlock1,11-20-18 @ 15:00,-1,A,NaN,0,F,A,1,1,0,1,Y,
CPS2-ASU-T71-PB,Triad,ASU,T71,ASU-T71,PB,B,ExpBlock2,11-20-18 @ 15:00,-1,A,-1,NaN,F,A,1,1,0,1,Y,
CPS2-ASU-T71-PB,Triad,ASU,T71,ASU-T71,PB,B,Transfer,11-20-18 @ 15:00,-1,A,-1,NaN,F,A,1,1,0,1,Y,
CPS2-ASU-T71-PB,Triad,ASU,T71,ASU-T71,PB,B,WU,11-20-18 @ 15:00,0,B,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T71-PC,Triad,ASU,T71,ASU-T71,PC,C,ExpBlock1,11-20-18 @ 15:00,-1,A,-1, NaN,F,A,1,1,0,1,Y,
CPS2-ASU-T71-PC,Triad,ASU,T71,ASU-T71,PC,C,ExpBlock2,11-20-18 @ 15:00,-1,A,NaN,0,F,A,1,1,0,1,Y,
CPS2-ASU-T71-PC,Triad,ASU,T71,ASU-T71,PC,C,Transfer,11-20-18 @ 15:00,-1,A,NaN,0,F,F,1,1,0,0,Y,
CPS2-ASU-T71-PC,Triad,ASU,T71,ASU-T71,PC,C,WU,11-20-18 @ 15:00,0,A,-1,NaN,F,B,1,1,0,1,Y,
CPS2-ASU-T71-PD,Triad,ASU,T71,ASU-T71,PD,A,ExpBlock1,11-20-18 @ 15:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T71-PD,Triad,ASU,T71,ASU-T71,PD,A,ExpBlock2,11-20-18 @ 15:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T71-PD,Triad,ASU,T71,ASU-T71,PD,A,Transfer,11-20-18 @ 15:00,-1,A,-1,NaN,F,C,1,1,0,1,Y,
CPS2-ASU-T71-PD,Triad,ASU,T71,ASU-T71,PD,A,WU,11-20-18 @ 15:00,0,A,NaN,0,F,C,1,1,0,1,Y,Shimmer finger clasp used instead of sticky electrodes. Data present but plots not usable.
CPS2-ASU-T72-PA,Triad,ASU,T72,ASU-T72,PA,A,ExpBlock1,11-27-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T72-PA,Triad,ASU,T72,ASU-T72,PA,A,ExpBlock2,11-27-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,"PP link issue ""incorrect user info"", ExpBlock2 could not be run."
CPS2-ASU-T72-PA,Triad,ASU,T72,ASU-T72,PA,A,Transfer,11-27-18 @ 12:00,-1,A,NaN,0,NaN,A,1,1,0,1,,
CPS2-ASU-T72-PA,Triad,ASU,T72,ASU-T72,PA,A,WU,11-27-18 @ 12:00,-1,B,NaN,0,A,A,1,1,1,1,,
CPS2-ASU-T72-PB,Triad,ASU,T72,ASU-T72,PB,B,ExpBlock1,11-27-18 @ 12:00,-1,A,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T72-PB,Triad,ASU,T72,ASU-T72,PB,B,ExpBlock2,11-27-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,
CPS2-ASU-T72-PB,Triad,ASU,T72,ASU-T72,PB,B,Transfer,11-27-18 @ 12:00,-1,A,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T72-PB,Triad,ASU,T72,ASU-T72,PB,B,WU,11-27-18 @ 12:00,-1,B,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T72-PD,Triad,ASU,T72,ASU-T72,PD,C,ExpBlock1,11-27-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T72-PD,Triad,ASU,T72,ASU-T72,PD,C,ExpBlock2,11-27-18 @ 12:00,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,
CPS2-ASU-T72-PD,Triad,ASU,T72,ASU-T72,PD,C,Transfer,11-27-18 @ 12:00,-1,B,-1,NaN,A,A,1,1,1,1,,
CPS2-ASU-T72-PD,Triad,ASU,T72,ASU-T72,PD,C,WU,11-27-18 @ 12:00,-1,A,-1,NaN,A,B,1,1,1,1,,PD ran as PC on software 
CPS2-ASU-T74-PB,Triad,ASU,T74,ASU-T74,PB,B,ExpBlock1,11-29-18 @ 12:00 ,-1,B,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T74-PB,Triad,ASU,T74,ASU-T74,PB,B,ExpBlock2,11-29-18 @ 12:00 ,-1,A,-1,NaN,B,B,1,1,1,1,,
CPS2-ASU-T74-PB,Triad,ASU,T74,ASU-T74,PB,B,Transfer,11-29-18 @ 12:00 ,-1,B,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T74-PB,Triad,ASU,T74,ASU-T74,PB,B,WU,11-29-18 @ 12:00 ,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T74-PC,Triad,ASU,T74,ASU-T74,PC,C,ExpBlock1,11-29-18 @ 12:00 ,-1,A,-1,NaN,A,A,1,1,1,1,,
CPS2-ASU-T74-PC,Triad,ASU,T74,ASU-T74,PC,C,ExpBlock2,11-29-18 @ 12:00 ,-1,B,NaN,0,A,B,1,1,1,1,,
CPS2-ASU-T74-PC,Triad,ASU,T74,ASU-T74,PC,C,Transfer,11-29-18 @ 12:00 ,-1,B,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T74-PC,Triad,ASU,T74,ASU-T74,PC,C,WU,11-29-18 @ 12:00 ,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T74-PD,Triad,ASU,T74,ASU-T74,PD,A,ExpBlock1,11-29-18 @ 12:00 ,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T74-PD,Triad,ASU,T74,ASU-T74,PD,A,ExpBlock2,11-29-18 @ 12:00 ,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T74-PD,Triad,ASU,T74,ASU-T74,PD,A,Transfer,11-29-18 @ 12:00 ,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T74-PD,Triad,ASU,T74,ASU-T74,PD,A,WU,11-29-18 @ 12:00 ,-1,A,NaN,0,A,C,1,1,1,1,,
CPS2-ASU-T75-PA,Triad,ASU,T75,ASU-T75,PA,A,ExpBlock1,11-29-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,,
